UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,clean_text
2799,47751,"Sacramento, CA",14-03-2020,"Wow we have a worse Covid-19 case  
Please stay safe and stock up on toilet paper please please please stock up on food like beans, rice, corn, and dont forget the water losts of water #Covid_19",Extremely Positive,Wow worse Covid19 case Please stay safe stock toilet paper please please please stock food like beans rice corn dont forget water losts water
2800,47752,"Chicago, IL",14-03-2020,@yashar Watch once the #coronavirus is over all that food folks stock up on and other items probably be donated to food pantries.,Neutral,Watch food folks stock items probably donated food pantries
2801,47753,,14-03-2020,shit i aint even worried about covid-19 anymore im worried about yall and the high rising demand for food and essentials.,Extremely Negative,shit aint even worried covid19 anymore im worried yall high rising demand food essentials
2802,47754,los angeles,14-03-2020,Just left grocery store. Why are people hoarding bottled water? I don't get it. #Covid_19 #LosAngeles,Neutral,left grocery store people hoarding bottled water dont get
2803,47755,Canada / Australia,14-03-2020,"As someone with anaphylactic allergies I don't use online grocery shopping because I can't brand sub. Here's hoping the panic settles, but I somewhat doubt it. Buckle up everyone, the ride's just begun

How big grocers in Canada are preparing for COVID-19 https://t.co/iAiZsJocjW",Negative,someone anaphylactic allergies dont use online grocery shopping cant brand sub Heres hoping panic settles somewhat doubt Buckle everyone rides begun big grocers Canada preparing COVID19
2804,47756,,14-03-2020,"@TheCryptoDog How #Covid_19 spreading ?
Animals 2%
Food 3.5%
Air 4.5%
Water 6%
Handshake 8%
Travelers 15%
Social media 61% !
We had way more dangerous viruses before but we didnt have this strong social media.

Dont over panic guys",Negative,spreading Animals 2 Food 35 Air 45 Water 6 Handshake 8 Travelers 15 Social media 61 way dangerous viruses didnt strong social media Dont panic guys
2805,47757,"Illinois, USA",14-03-2020,In light of all thats happening with the #coronavirus and how we should stock up. Please remember: dont be a dick. There are other families that need water. Other babies that need formula. Other kids that need food. Understand that your family is just as important as theirs.,Negative,light thats happening stock Please remember dont dick families need water babies need formula kids need food Understand family important
2806,47758,Walktrip : SINGKOWTS,14-03-2020,"*COVID 19 IS SPREADING*
my stupid ass: *keeps ordering food and shopping online*",Extremely Negative,COVID 19 SPREADING stupid ass keeps ordering food shopping online
2807,47759,"Dublin, Ireland ",14-03-2020,How many people that stock pilled all the food and toilet roll went and sat in a pub last night? Shocking to the see so many pubs still full #COVID19 #coronavirus #Coronavirusireland,Negative,many people stock pilled food toilet roll went sat pub last night Shocking see many pubs still full
2808,47760,"London, Salisbury and Wales.",15-03-2020,Please stop panic buying We need to look after each other especially the vulnerable,Extremely Negative,Please stop panic buying need look especially vulnerable
2809,47761,,15-03-2020,Total Health How to protect yourself from while buying grocery or visiting grocery store,Positive,Total Health protect buying grocery visiting grocery store
2810,47762,SAFEHOUSE,15-03-2020,Online shopping.. Delivers to store.. Fkkk #Coronavirus ??,Neutral,Online shopping Delivers store Fkkk
2811,47763,"St. Louis, MO & Mattapan, MA",15-03-2020,All stores outside of Greater China closed until March 27th That s roughly 500 retail store and 31 of the company s sales incl website gt Apple Closes All Its Stores Outside China Over,Positive,stores outside Greater China closed March 27th roughly 500 retail store 31 company sales incl website gt Apple Closes Stores Outside China
2812,47764,India,15-03-2020,Spain s number of confirmed 19 cases rose to 7 753 by 11 30 of Mar 15 and death toll jumped to 288 according to the Spanish Ministry of Health Consumer Services and Social Services,Negative,Spain number confirmed 19 cases rose 7 753 11 30 Mar 15 death toll jumped 288 according Spanish Ministry Health Consumer Services Social Services
2813,47765,United Kingdom,15-03-2020,"Supermarkets are trolling the #panicbuyers ?

Ordered shopping online, no 9 packs of #bogroll so bought 2 x 4 packs ?

They substituted them on my delivery! ?

For 2 x 9 packs! ?

Must have been a #GenX'er picking my order ??

Legend ?

#CoronaVirusUK #CoronaVirus https://t.co/E9JJUxkFLu",Negative,Supermarkets trolling Ordered shopping online 9 packs bought 2 x 4 packs substituted delivery 2 x 9 packs Must er picking order Legend
2814,47766,"chatham-kent, ontario",15-03-2020,Our food supply chain is one of the strongest in the world and our government remains committed to ensuring Ontarians can access healthy and nutritious Ontario produced foods Be prepared but please do not panic buy or hoard,Extremely Positive,food supply chain one strongest world government remains committed ensuring Ontarians access healthy nutritious Ontario produced foods prepared please panic buy hoard
2815,47767,"Philadelphia, PA",15-03-2020,"Self-isolation ripple effect: 
-putting on weight from watching TV and eating all day, every day
-running up credit card debt from online shopping
-finding out that you don't actually like other people all that much

#selfisolating 
#coronavirus",Neutral,Selfisolation ripple effect putting weight watching TV eating day every day running credit card debt online shopping finding dont actually like people much
2816,47768,Brighton,15-03-2020,Dog food appeal Food shortages due to are becoming increasingly apparent in Romania We are appealing for funds so that the ladies at Sirius Dog Rescue can stock up on dog food for the weeks ahead We are worried Please help,Extremely Positive,Dog food appeal Food shortages due becoming increasingly apparent Romania appealing funds ladies Sirius Dog Rescue stock dog food weeks ahead worried Please help
2817,47769,,15-03-2020,"In order to limit contact with ppl, better order groceries online &amp; pay by card if possible. Here are 2 shopping platforms I use:
- The instashop app: shows u all groceries that deliver &amp; the distance from your location. 
- https://t.co/DC5qTlZZhY 

#Covid_19 #HomeQuarantine",Positive,order limit contact ppl better order groceries online amp pay card possible 2 shopping platforms use instashop app shows u groceries deliver amp distance location
2818,47770,USA,15-03-2020,"In the midst of the Coronavirus (COVID-19) outbreak, having a strong immune system is more pertinent and essential than ever ?? Here are some foods that are bound to boost your immune system ????

For more healthy food ideas, check out https://t.co/ei8PhgsyWf ???? https://t.co/TwvffnPoCk",Extremely Positive,midst Coronavirus COVID19 outbreak strong immune system pertinent essential ever foods bound boost immune system healthy food ideas check
2819,47771,,15-03-2020,"My country today... After 48000 brain cell PM said ""No need to stock any food, Gov can handle about COVID-19"", the flood of people go to mall to buy a ton of food immediately. Wow, soooooo much high confidence.",Extremely Positive,country today 48000 brain cell PM said need stock food Gov handle COVID19 flood people go mall buy ton food immediately Wow soooooo much high confidence
2820,47772,,15-03-2020,"In #Russia, the demand for cereals and canned food has increased against the background of #coronavirus",Positive,demand cereals canned food increased background
2821,47773,,15-03-2020,Trump Day 1 149 THREAD 2 836 CV 19 Cases Confirmed in US US COVID 19 Death Toll Rises to 57 Claims Tested Despite Doctor s Note Brags About Boosting Stock Market Threatens to Demote Fed Chairman Court Blocks 700k Food Stamp Cut Mar a Lago Labeled Virus Hot Spot,Extremely Negative,Trump Day 1 149 THREAD 2 836 CV 19 Cases Confirmed US US COVID 19 Death Toll Rises 57 Claims Tested Despite Doctor Note Brags Boosting Stock Market Threatens Demote Fed Chairman Court Blocks 700k Food Stamp Cut Mar Lago Labeled Virus Hot Spot
2822,47774,death,15-03-2020,for lazy people who don t wanna read articles taken from Stevens why remote work is a good way to slow down the virus i even put comic sans ms to make it fun,Positive,lazy people wan na read articles taken Stevens remote work good way slow virus even put comic sans ms make fun
2823,47775,Nor CAL,15-03-2020,How do people on lockdown in Italy &amp; wherever else get food? Don't you have to go to the grocery store eventually? Or maybe the pharmacy for a prescription? #coronavirus #CoronaVirusItaly #IoRestoACasa,Neutral,people lockdown Italy amp wherever else get food Dont go grocery store eventually maybe pharmacy prescription
2824,47776,USA,15-03-2020,REMEMBER YOUR PETS While everyone is panic buying food amp TP over 19 fears if you have pets at home remember to stock up on their food as well We usually give our fur babies raw food but have purchased large bags of good grain free kibble just in case,Extremely Positive,REMEMBER PETS everyone panic buying food amp TP 19 fears pets home remember stock food well usually give fur babies raw food purchased large bags good grain free kibble case
2825,47777,Toronto,15-03-2020,"The Retail Council of Canada said the current high demand for food, toilet paper and other staples is understandable as the number of positive cases continues to climb, it urged Canadians not to succumb to panic. https://t.co/s32NzXL76T",Neutral,Retail Council Canada said current high demand food toilet paper staples understandable number positive cases continues climb urged Canadians succumb panic
